Clause_ID,Clause_Text,Category,Subcategory,Vulnerability_Level,Annotation_Notes,Key_Terms,Clause_Context,Policy_Type,Vulnerability_Score
C3248,"Condition Precedent to Admission of Liability
The terms and conditions of the policy must be fulfilled by the insured person for the
Company to make any payment for claim(s) arising under the policy.",Exclusion,Conditional Payment,High,This clause specifies a condition that must be met by the insured person for the company to make any payment for claims arising under the policy.,"['terms and conditions', 'policy', 'insured person', 'payment', 'claim(s)']",high Exclusion,Health,3
C3249,"Claim Settlement (provision for Penal lnterest)
I.",Coverage,Claim Settlement,Low,This clause pertains to the provision for penalties in the event of delayed claim settlement.,"['Claim Settlement', 'Penal Interest']",moderate Coverage,Health,2
C3250,"The Company shall settle or reject a claim, as the case may be, within 30 days from the
date of receipt of last necessary document.",Coverage,Claim Settlement,Low,No specific vulnerabilities or ambiguities found in the clause.,"['Company', 'claim', 'settle', 'reject', '30 days', 'last necessary document']",low Coverage,Health,1
C3251,"ln the case of delay in the payment of a claim, the Company shall be liable to pay interest
to the policyholder from the date of receipt of last necessary document to the date of
payment of claim at a rate 2% above the bank rate.",Monetary,Interest on Delayed Claim Payment,Medium,This clause pertains to the interest rate that the insurance company will pay to the policyholder in case of delay in claim payment.,"['claim', 'payment', 'delay', 'interest', 'bank rate', 'policyholder']",high Coverage,Health,3
C3252,"However, where the circumstances of a claim warrant an investigation in the opinion of
the Company, it shall initiate and complete such investigation at the earliest, in any case
not later than 30 days from the date of receipt of last necessary document- ln such cases,
Page 38 of 52",Coverage,Investigation,Medium,This clause outlines the time frame for the insurance company to initiate and complete an investigation if deemed necessary.,"['claim', 'investigation', 'Company', '30 days', 'last necessary document']",high Coverage,Health,3
C3253,"ICICI Lombard Complete Health Insurance Annexure I
UIN - ICIHLIP22096V062122
the Company shall settle or reject the claim within 45 days from the date of receipt of last
necessary document.",Coverage,Claim Settlement,Low,This clause pertains to the time frame within which the insurance company is expected to settle or reject a claim.,"['Company', 'claim', '45 days', 'last necessary document']",moderate Coverage,Health,2
C3254,"ln case of delay beyond stipulated 45 days, the Company shall be liable to pay interest to
the policyholder at a rate 2% above the bank rate from the date of receipt of last
necessary document to the date of payment of claim.",Monetary,Penalty for Delay,Medium,This clause specifies the penalty for delay in claim processing by the insurance company.,"['Company', 'policyholder', '45 days', 'interest', '2% above the bank rate', 'date of receipt', 'last necessary document', 'date of payment of claim']",high Coverage,Health,3
C3255,"(Explanation: ""Bank rate"" shall mean the rate fixed by the Reserve Bank of lndia (RBl) at
the beginning of the financial year in which claim has fallen due)
4.",Exclusion,Claims,Medium,This clause defines the term 'Bank rate' and specifies that it is the rate fixed by the Reserve Bank of India at the beginning of the financial year in which the claim has fallen due.,"['Bank rate', 'Reserve Bank of India', 'Financial year', 'Claim', 'Rate']",high Exclusion,Health,3
C3256,"Complete Discharge
Any payment to the policyholder, insured person or his/ her nominees or his/ her legal
representative or assignee or to the hospital as the case may be, for any benefit under the
Policy shall be a valid discharge towards payment of claim by the Company to the extent of
that amount for the particular claim
5.",Coverage,Claim Settlement,Low,This clause specifies the conditions under which a payment to the policyholder or hospital for a claim will be considered a valid discharge.,"['policyholder', 'insured person', 'nominees', 'legal representative', 'assignee', 'hospital', 'claim', 'payment', 'benefit', 'discharge', 'Company']",moderate Coverage,Health,2
C3257,"Multiple Policies
i.",Coverage,Multiple Policies,Low,This clause pertains to the ability to hold multiple policies under the same insurer or different insurers.,['Multiple Policies'],low Coverage,Health,1
C3258,"In case of multiple policies taken by an insured person during a period from one or
more insurers to indemnify treatment costs, the insured person shall have the right to
require a settlement of his/her claim in terms of any of his/her policies.",Coverage,Multiple Policies,Low,This clause pertains to the insured person's right to claim settlement in case of multiple policies,"['insured person', 'multiple policies', 'settlement of claim']",moderate Coverage,Health,2
C3259,"In all such
cases the insurer chosen by the insured person shall be obliged to settle the claim as
long as the claim is within the limits of and according to the terms of the chosen policy.",Coverage,Claim Settlement,Low,This clause outlines the obligation of the insurer to settle the claim within the limits and terms of the chosen policy.,"['claim', 'insurer', 'insured person', 'settle', 'policy', 'limits', 'terms']",moderate Coverage,Health,2
C3260,"Insured Person having multiple policies shall also have the right to prefer claims
under this policy for the amounts disallowed under any other policy / policies, even if
the sum insured is not exhausted.",Coverage,Multiple Policies,Medium,This clause pertains to the rights of the insured person when they have multiple policies,"['Insured Person', 'Multiple Policies', 'Claims', 'Disallowed under any other policy', 'Sum Insured', 'Exhausted']",high Coverage,Health,3
C3261,"Then the Insurer shall independently settle the
claim subject to the terms and conditions of this policy.",Coverage,Claim Settlement,Low,"This clause outlines the process for claim settlement by the insurer, subject to the terms and conditions of the policy.","['Insurer', 'Claim', 'Settle', 'Terms and conditions', 'Policy']",moderate Coverage,Health,2
C3262,"If the amount to be claimed exceeds the sum insured under a single policy, the
insured person shall have the right to choose insurers from whom he/she wants to
claim the balance amount.",Coverage,Claims,Medium,This clause pertains to the process of claiming an amount that exceeds the sum insured under a single policy.,"['insured person', 'amount to be claimed', 'sum insured', 'single policy', 'balance amount', 'choose insurers']",high Coverage,Health,3
C3263,"Where an insured person has policies from more than one insurer to cover the same
risk on indemnity basis, the insured person shall only be indemnified the treatment
costs in accordance with the terms and conditions of the chosen policy.",Exclusion,Multiple Policies,High,"This clause specifies that if an insured person has multiple policies from different insurers covering the same risk on an indemnity basis, they will only be indemnified according to the terms and conditions of the chosen policy.","['insured person', 'more than one insurer', 'same risk', 'indemnity basis', 'chosen policy']",high Exclusion,Health,3
C3264,"Fraud
If any claim made by the insured person, is in any respect fraudulent, or if any false statement,
or declaration is made or used in support thereof, or if any fraudulent means or devices are
used by the insured person or anyone acting on his/her behalf to obtain any benefit under this
policy, all benefits under this policy and the premium paid shall be forfeited.",Exclusion,Fraudulent Claims,High,This clause outlines the consequences of making fraudulent claims or providing false information in support of a claim.,"['fraudulent', 'claim', 'benefits', 'policy', 'false statement', 'false declaration']",high Exclusion,Health,3
C3265,"Any amount already paid against claims made under this policy but which are found fraudulent
later shall be repaid by all recipient(s)/policyholder(s) who has made that particular claim,,
who shall be jointly and severally liable for such repayment to the insurer
For the purpose of this clause, the expression ""fraud"" means any of the following acts
committed by the Insured Person or by his agent or the hospital/doctor/any other party acting
on behalf of the insured person, with intent to deceive the insurer or to induce the insurer to
issue an insurance Policy:—
a) the suggestion, as a fact of that which is not true and which the Insured Person does
not believe to be true;
b) the active concealment of a fact by the Insured Person having knowledge or belief of
the fact;
c) any other act fitted to deceive; and
d) any such act or omission as the law specially declares to be fraudulent
Page 39 of 52",Exclusion,Fraudulent Claims,High,This clause pertains to the repayment of any amount already paid against fraudulent claims made under the policy. It defines fraud and specifies the joint and several liability of the policyholder for such repayment.,"['fraudulent claims', 'repayment', 'joint and several liability', 'insurer', 'fraud', 'Insured Person', 'active concealment', 'any act fitted to deceive', 'any such act or omission as the law specially declares to be fraudulent']",high Exclusion,Health,3
